Desc.filter_multivar_model$coefficients,
(Intercept),30.51
danceability,6.39
energy,-3.65
loudness,3.21
speechiness,-1.26
acousticness,-0.77
instrumentalness,-3.31
liveness,-0.70
valence,-0.96
tempo,0.93
